"","biweek","biweek_year","species","SITE","MEI_runlag2","chla_rollmean_30","SST_rollmean_30","BK_stand_30","kelp_biomass","adults"
"383",15,587,"MF","ANACAPA",-0.49025,1.9245553218725,-0.278630903541673,2.20769065198801,-0.181817958411201,0.947745416203698
"384",16,588,"MF","ANACAPA",-0.0530000000000002,1.41549014263194,-0.198999978034739,2.85069276763786,-0.0285641873129321,0.947745416203698
"385",17,589,"MF","ANACAPA",-0.0530000000000002,0.864120735213793,0.134810858526356,2.63791026814669,0.172491582379194,0.947745416203698
"386",18,590,"MF","ANACAPA",0.33725,0.576524135430862,0.366293184822771,2.45039569047011,0.33305647661569,0.947745416203698
"387",19,591,"MF","ANACAPA",0.33725,0.22410879955141,0.392856252268155,1.74954333277113,0.439202671026919,0.947745416203698
"388",20,592,"MF","ANACAPA",0.71875,-0.284062745900378,0.543503339661034,0.886444319210123,0.531676562011415,0.947745416203698
"389",21,593,"MF","ANACAPA",0.71875,-0.603354847498484,0.854101846768054,0.504100765436946,0.614656482884932,0.947745416203698
"390",22,594,"MF","ANACAPA",0.71875,-1.03549735210659,1.29874914847066,0.110453141378316,0.696853350147068,0.947745416203698
"391",23,595,"MF","ANACAPA",0.84775,-1.09721119700438,1.49093560369559,-0.184117631354753,0.74957122250256,0.947745416203698
"392",24,596,"MF","ANACAPA",0.84775,-1.22229923672938,1.50000688612651,-0.412193872996835,0.727174806614795,0.947745416203698
"393",25,597,"MF","ANACAPA",0.74325,-1.44749811307542,1.56058233141469,-0.344369451284029,0.695683036258374,0.947745416203698
"394",26,598,"MF","ANACAPA",0.74325,-1.34381705989466,1.4856715493527,-0.390250677736809,0.611775015732495,0.947745416203698
"395",1,599,"MF","ANACAPA",0.551,-0.915148543655092,1.16950792275248,-0.578430200724299,0.490842587026428,0.947745416203698
"396",2,600,"MF","ANACAPA",0.551,-0.451542831969904,0.545280677361863,-0.900928676515582,0.346938038019466,0.947745416203698
"397",3,601,"MF","ANACAPA",0.30425,-0.211212109116232,0.196338083049499,-0.936170777993805,0.17002846329392,0.925371564600511
"398",4,602,"MF","ANACAPA",0.30425,-0.104998881431841,0.123311504859028,-0.990031348177504,0.00141147424582301,0.925371564600511
"399",5,603,"MF","ANACAPA",0.175,0.579488426726022,-0.285516928991801,-0.990696293488413,-0.155939000451078,0.925371564600511
"400",6,604,"MF","ANACAPA",0.175,0.813707980208946,-0.764380577439476,-1.01263948874844,-0.326648687290378,0.925371564600511
"401",7,605,"MF","ANACAPA",0.113,0.35057224845912,-0.902615372652268,-1.00798487157207,-0.455453216183974,0.925371564600511
"402",8,606,"MF","ANACAPA",0.113,-0.0739841195356582,-0.857764084395164,-0.835764036046415,-0.574362884782535,0.925371564600511
"403",9,607,"MF","ANACAPA",0.113,-0.414383500187366,-0.886172478866713,-0.343039560662208,-0.692668922509672,0.925371564600511
"404",10,608,"MF","ANACAPA",0.0687499999999997,0.166272020925615,-0.922661494131505,-0.19143202977476,-0.801799571282863,0.925371564600511
"405",11,609,"MF","ANACAPA",0.0687499999999997,0.993561131820374,-0.78399936668762,0.0964892898492086,-0.83890836889822,0.925371564600511
"406",12,610,"MF","ANACAPA",0.0242499999999997,0.909011479285998,-0.664091643197295,1.00945920172845,-0.707428528319493,0.925371564600511
"407",13,611,"MF","ANACAPA",0.0242499999999997,0.750279793324124,-0.597688836389338,1.16572134979226,-0.529769329037583,0.925371564600511
"408",14,612,"MF","ANACAPA",0.0202499999999997,0.485909010856963,-0.342829061721054,0.733506897700848,-0.32962700201981,0.925371564600511
"409",15,613,"MF","ANACAPA",0.0202499999999997,0.302110109129202,0.0199535089067493,1.14510804515407,-0.079201897621756,0.925371564600511
"410",16,614,"MF","ANACAPA",0.0452499999999997,0.219961013587596,0.202728791574297,2.0520934492351,0.140715846891024,0.925371564600511
"411",17,615,"MF","ANACAPA",0.0452499999999997,0.032273401007335,0.512482337452861,2.00488233216051,0.296679773731502,0.925371564600511
"412",18,616,"MF","ANACAPA",0.0457499999999997,0.135978813035288,0.843466918223355,1.73025991875474,0.398052716215463,0.925371564600511
"413",19,617,"MF","ANACAPA",0.0457499999999997,-0.0880847323564826,0.962383992116999,1.50018884117993,0.459151145422257,0.925371564600511
"414",20,618,"MF","ANACAPA",-0.0227500000000003,-0.546227050182754,0.918659335812196,1.21891697466506,0.47754120044497,0.925371564600511
"415",21,619,"MF","ANACAPA",-0.0227500000000003,-0.817912500912695,0.689702200156069,1.24418489647962,0.413899801355305,0.925371564600511
"416",22,620,"MF","ANACAPA",-0.0227500000000003,-0.796184544950435,0.664129762856398,0.794681866304562,0.260591402603274,0.925371564600511
"417",23,621,"MF","ANACAPA",-0.163,-0.646968514624181,0.944814464526727,0.0725512586564536,0.0450786109518871,0.925371564600511
"418",24,622,"MF","ANACAPA",-0.163,-0.58882183241739,1.00815792860434,0.393719843825916,-0.225640446422396,0.925371564600511
"419",25,623,"MF","ANACAPA",-0.245,-0.697064208756196,0.865950814172809,0.351163343927686,-0.558718254656546,0.925371564600511
"420",26,624,"MF","ANACAPA",-0.245,-0.959237812140804,0.892407062685493,-0.433472122945951,-0.927452571900009,0.925371564600511
"421",1,625,"MF","ANACAPA",-0.1885,-0.947745786215464,0.802597674648443,-0.745331473762675,-1.26947428078083,0.925371564600511
"422",2,626,"MF","ANACAPA",-0.1885,-0.651691568812826,0.585858568282581,-0.738017075342665,-1.42003614188118,0.925371564600511
"423",3,627,"MF","ANACAPA",-0.12125,-0.385337293729496,0.302269876581967,-1.13764920719949,-1.30844209602385,0.819813715769802
"424",4,628,"MF","ANACAPA",-0.12125,-0.038964311479901,-0.123807577118106,-1.40628711280708,-1.08758594710908,0.819813715769802
"425",5,629,"MF","ANACAPA",-0.0632500000000003,-0.216655951352549,-0.240364568174488,-1.51799792503993,-0.823078289620617,0.819813715769802
"426",6,630,"MF","ANACAPA",-0.0632500000000003,-0.77803683022465,-0.143465210793329,-1.43687459710893,-0.55323262092069,0.819813715769802
"427",7,631,"MF","ANACAPA",-0.0995000000000003,-0.846654232144332,-0.105946692242465,-1.26797848813782,-0.313334051136253,0.819813715769802
"428",8,632,"MF","ANACAPA",-0.0995000000000003,-0.452966866371631,-0.215743949937869,-0.879650426566466,-0.121044424377735,0.819813715769802
"429",9,633,"MF","ANACAPA",-0.0995000000000003,-0.267426866604788,-0.339536589444156,-0.644924731815286,0.0761115294587639,0.819813715769802
"430",10,634,"MF","ANACAPA",-0.203,-0.491848631811299,-0.216608342642271,-0.785893137728175,0.302175832810918,0.819813715769802
"431",11,635,"MF","ANACAPA",-0.203,-0.320187723486133,-0.106995624225726,-0.43945663074414,0.561623179329244,0.819813715769802
"432",12,636,"MF","ANACAPA",-0.18575,0.793024727171388,-0.229496537870253,0.106463469512856,0.781031592275439,0.819813715769802
"433",13,637,"MF","ANACAPA",-0.18575,0.747040253203406,-0.364069793363161,0.498781202949681,0.940211019290646,0.819813715769802
"434",14,638,"MF","ANACAPA",-0.0492500000000003,0.0997569247755352,-0.368090675988802,0.921686420688352,1.08908309950178,0.819813715769802
"435",15,639,"MF","ANACAPA",-0.0492500000000003,0.36048033370949,-0.200126618323163,0.929000819108347,1.19298337617649,0.819813715769802
"436",16,640,"MF","ANACAPA",0.27075,0.0727069512357054,0.279640271887206,1.14311320922134,1.24351177525782,0.819813715769802
"437",17,641,"MF","ANACAPA",0.27075,-0.377734871666351,0.708883916889871,1.34658647435975,1.23033321064355,0.819813715769802
"438",18,642,"MF","ANACAPA",0.6015,-0.515770528815704,1.09767594268381,1.38648319301434,1.16621224707829,0.819813715769802
"439",19,643,"MF","ANACAPA",0.6015,-1.05990727870362,1.60262675460278,0.853197053664623,1.08413939180051,0.819813715769802
"440",20,644,"MF","ANACAPA",0.6015,-1.43890429762885,1.7336647550551,0.411008421909579,0.979741855522244,0.819813715769802
"441",21,645,"MF","ANACAPA",0.825,-1.4220656500014,1.53976891347905,0.296637828433076,0.831119874981926,0.819813715769802
"442",22,646,"MF","ANACAPA",0.825,-1.33726975303961,1.53620451631888,0.0339844306236823,0.684921338512167,0.819813715769802
"443",23,647,"MF","ANACAPA",0.98725,-1.23984649057832,1.74239610382648,0.00472683694364779,0.528278435457697,0.819813715769802
"444",24,648,"MF","ANACAPA",0.98725,-1.19084343171604,1.90724252340786,0.053267844640067,0.378390308968573,0.819813715769802
"445",25,649,"MF","ANACAPA",0.883,-1.29930960339779,1.89173200794713,-0.455415318205976,0.212306871028525,0.819813715769802
"446",26,650,"MF","ANACAPA",0.883,-1.46051695732772,1.90761158344091,-0.725383114435379,0.0692790711332654,0.819813715769802
"447",1,651,"MF","ANACAPA",0.73125,-1.43329029456126,1.79431790772217,-0.805176551744562,-0.0824061374725841,0.819813715769802
"448",2,652,"MF","ANACAPA",0.73125,-1.31090461700737,1.37984663125327,-0.967423207606567,-0.194736081135517,0.819813715769802
"449",3,653,"MF","ANACAPA",0.69425,-1.24678836714342,1.10994255297942,-1.42956019868892,-0.242843964301066,0.954697478254248
"450",4,654,"MF","ANACAPA",0.69425,-1.15495185078319,0.942396115048788,-1.62172939354187,-0.321881821473701,0.954697478254248
"451",5,655,"MF","ANACAPA",0.5955,-1.05063357461582,0.659836944232719,-1.42889525337801,-0.392801021784098,0.954697478254248
"452",6,656,"MF","ANACAPA",0.5955,-1.11866458879235,0.315653386882824,-1.48275582356171,-0.486676993665735,0.954697478254248
"453",7,657,"MF","ANACAPA",0.5515,-1.25127453961224,0.20901261540375,-1.64633237004554,-0.577459287362426,0.954697478254248
"454",8,658,"MF","ANACAPA",0.5515,-1.2920135465601,0.32083973106813,-1.51400825317447,-0.734046437217785,0.954697478254248
"455",9,659,"MF","ANACAPA",0.5515,-1.21546170681882,0.315002658904646,-0.997345746597511,-0.969247855563327,0.954697478254248
"456",10,660,"MF","ANACAPA",0.55375,-1.11980629964361,0.225105863959877,-0.886299879675566,-1.21254380476988,0.954697478254248
"457",11,661,"MF","ANACAPA",0.55375,-0.978110294012556,0.306174211106579,-0.501961489969666,-1.32970406430658,0.954697478254248
"458",12,662,"MF","ANACAPA",0.51825,-0.304766145374533,0.289284561950106,0.0200205790945753,-1.30864509088107,0.954697478254248
"459",13,663,"MF","ANACAPA",0.51825,0.179476345698969,0.077615265562009,0.28200903159306,-1.13912428261757,0.954697478254248
"460",14,664,"MF","ANACAPA",0.6125,0.0346801948768586,-0.0503633597417324,0.487477132664207,-0.988940225296812,0.954697478254248
"461",15,665,"MF","ANACAPA",0.6125,0.135929015314275,-0.0524320788099969,0.642409390106211,-0.830067676554598,0.954697478254248
"462",16,666,"MF","ANACAPA",0.90625,-0.0549071701423967,0.0413399279907397,0.865831014571923,-0.730571532171477,0.954697478254248
"463",17,667,"MF","ANACAPA",0.90625,-0.613562342050551,0.379676696049856,0.970892373695668,-0.653077954993444,0.954697478254248
"464",18,668,"MF","ANACAPA",1.31675,-0.924603909009661,0.744022934094862,1.0932423109031,-0.602968165833265,0.954697478254248
"465",19,669,"MF","ANACAPA",1.31675,-1.17418550915107,1.01463601532361,1.20096345127049,-0.650926694836883,0.954697478254248
"466",20,670,"MF","ANACAPA",1.31675,-1.34201049037839,1.49966695246697,0.53601814036062,-0.717738620606276,0.954697478254248
"467",21,671,"MF","ANACAPA",1.65575,-1.26102613908725,1.79485207463199,0.48814207797511,-0.814829087892098,0.954697478254248
"468",22,672,"MF","ANACAPA",1.65575,-1.24634111707056,1.84001415535528,0.688290616558991,-0.937415682428347,0.954697478254248
"469",23,673,"MF","ANACAPA",2.01125,-1.45387603241825,2.04519564511812,0.224158789543902,-1.08785203627365,0.954697478254248
"470",24,674,"MF","ANACAPA",2.01125,-1.57851950484485,2.38850508152148,-0.315776802914906,-1.28740496693506,0.954697478254248
"471",25,675,"MF","ANACAPA",2.24625,-1.57527480642232,2.42556712386918,-0.510605779011493,-1.54185941009497,0.954697478254248
"472",26,676,"MF","ANACAPA",2.24625,-1.53378921388289,2.43950424644929,-0.529224247716971,-1.88607377695947,0.954697478254248
"473",1,677,"MF","ANACAPA",2.285,-1.4438675813847,2.17005663882119,-0.651574184924384,-2.39016694265782,0.954697478254248
"474",2,678,"MF","ANACAPA",2.285,-1.30611411426711,1.41589858141361,-0.643594841193466,-2.58633938335526,0.954697478254248
"475",3,679,"MF","ANACAPA",2.36325,-1.23748729927704,0.918115430471665,-1.01596421530299,-2.63459255559998,0.983867797462604
"476",4,680,"MF","ANACAPA",2.36325,-1.08103421173269,0.775918051692135,-0.786558083039087,-2.45962660048532,0.983867797462604
"477",5,681,"MF","ANACAPA",2.36325,-0.855791123079234,0.445234542555586,-0.222684459387525,-2.22389747153885,0.983867797462604
"478",6,682,"MF","ANACAPA",2.302,-0.674048233727446,-0.0277337615306028,-0.762620051846332,-2.03834517221156,0.983867797462604
"479",7,683,"MF","ANACAPA",2.302,-0.449050896638058,-0.20829463861423,-1.25068991005417,-1.87361854957926,0.983867797462604
"480",8,684,"MF","ANACAPA",2.223,-0.312779510453132,-0.261411069344962,-0.81182600485366,-1.79584103243787,0.983867797462604
"481",9,685,"MF","ANACAPA",2.223,-0.552576297920078,-0.122554693831007,-0.661548364588032,-1.80125365780317,0.983867797462604
"482",10,686,"MF","ANACAPA",2.20125,-0.700096942003613,0.0517903283713856,-0.381606388694982,-1.80376416470173,0.983867797462604
"483",11,687,"MF","ANACAPA",2.20125,-0.219585380104996,0.0172437623153568,0.201550648972967,-1.55084912014358,0.983867797462604
"484",12,688,"MF","ANACAPA",2.12225,0.363464448300384,-0.206556143488026,0.247431875425748,-1.12325075581938,0.983867797462604
"485",13,689,"MF","ANACAPA",2.12225,0.386889335040383,-0.250678992683106,0.199555813040237,-0.742778931419576,0.983867797462604
"486",14,690,"MF","ANACAPA",2.12325,0.642591281997207,-0.253806351599652,0.602512671451619,-0.348205664509385,0.983867797462604
"487",15,691,"MF","ANACAPA",2.12325,0.718528439784773,-0.113357159139024,1.21160257624504,0.0430974507525654,0.983867797462604
"488",16,692,"MF","ANACAPA",2.01175,0.313800380715464,0.125846430225085,0.858516616151908,0.343602409063191,0.983867797462604
"489",17,693,"MF","ANACAPA",2.01175,0.21921026811758,0.16664768169594,1.21891697466506,0.540743758786852,0.983867797462604
"490",18,694,"MF","ANACAPA",2.01175,0.200322420434896,0.503003132037071,1.05800020942487,0.644589035390458,0.983867797462604
"491",19,695,"MF","ANACAPA",1.73675,0.104995733303775,1.04056774921733,1.22889115432871,0.672929362231608,0.983867797462604
"492",20,696,"MF","ANACAPA",1.73675,-0.344603582878291,1.49989031023839,1.31267426350335,0.637858497397708,0.983867797462604
"493",21,697,"MF","ANACAPA",1.32925,-0.667377481807953,1.71384200987194,1.05268064693758,0.528099407472176,0.983867797462604
"494",22,698,"MF","ANACAPA",1.32925,-0.910541739333562,1.69233903435076,0.94429456125928,0.336761682073058,0.983867797462604
"495",23,699,"MF","ANACAPA",0.84475,-1.05397420744997,1.44251991086846,0.957593467477484,0.0519417234005351,0.983867797462604
"496",24,700,"MF","ANACAPA",0.84475,-1.02924483606401,1.32448666671249,0.70890392119719,-0.318990200713728,0.983867797462604
"497",25,701,"MF","ANACAPA",0.3795,-0.821772350979057,1.39019992612356,-0.0291853739127551,-0.757147223660398,0.983867797462604
"498",26,702,"MF","ANACAPA",0.3795,-0.422665330007619,1.16150502415793,-0.192349195720844,-1.2335033560431,0.983867797462604
"499",23,205,"MF","FBPC",2.802,-0.413175600361474,0.112050678421929,-0.128927170549234,-0.780443510276197,1.18165314910309
"500",24,206,"MF","FBPC",2.802,-0.539144995201204,-0.248700926357366,-0.418178380795023,-0.888699075650436,1.18165314910309
"501",25,207,"MF","FBPC",2.802,-0.369945199059204,-0.649069985616308,-0.577100310102481,-1.00348718090543,1.18165314910309
"502",26,208,"MF","FBPC",2.836,-0.487774825355402,-0.466218094495749,-1.07647423859579,-1.05797595149679,1.18165314910309
"503",1,209,"MF","FBPC",2.836,-0.512700050094809,-0.165313512820682,-1.24537034756689,-1.02787693159748,1.18165314910309
"504",2,210,"MF","FBPC",2.767,-0.495708743215677,-0.215466606376354,-1.65364676846554,-0.961441263713954,1.07074472418549
"505",3,211,"MF","FBPC",2.767,-0.740682415513336,-0.394151932986753,-1.65165193253281,-0.869365363153563,1.07074472418549
"506",4,212,"MF","FBPC",2.59375,-0.865566807647128,-0.556451587453789,-1.6037758701473,-0.745746728356772,1.07074472418549
"507",5,213,"MF","FBPC",2.59375,-0.642569060946004,-0.607235997271438,-1.38434391754705,-0.612344269325411,1.07074472418549
"508",6,214,"MF","FBPC",2.44325,0.164389907648441,-0.64455271080986,-1.56919871397999,-0.493864701817431,1.07074472418549
"509",7,215,"MF","FBPC",2.44325,0.691980204044889,-0.750035544635969,-1.17532179843483,-0.428343084695825,1.07074472418549
"510",8,216,"MF","FBPC",2.52775,0.347127662730137,-0.950732125934581,-0.149013104768442,-0.379748448562698,1.07074472418549
"511",9,217,"MF","FBPC",2.52775,0.109756632347483,-1.225893787053,-0.088480152326992,-0.324996902285107,1.07074472418549
"512",10,218,"MF","FBPC",2.57875,-0.28438689684569,-1.35428573384857,-0.102237641518231,-0.233800648167582,1.07074472418549
"513",11,219,"MF","FBPC",2.57875,-0.070445555660677,-1.46432794869485,0.357950371928693,-0.0634887177217339,1.07074472418549
"514",12,220,"MF","FBPC",2.57875,0.988472725351417,-1.6069030401854,0.198890867729326,0.146764218952576,1.07074472418549
"515",13,221,"MF","FBPC",2.658,0.787599500961192,-1.48838740872178,-0.139566295523791,0.311448979685008,1.07074472418549
"516",14,222,"MF","FBPC",2.658,0.279871871635963,-1.30685421325361,0.512745054478788,0.431796427535385,1.07074472418549
"517",15,223,"MF","FBPC",2.6035,0.179457008418997,-1.03108931426382,0.893758717630138,0.509737345004856,1.07074472418549
"518",16,224,"MF","FBPC",2.6035,1.59906918494071,-1.0370094904607,0.528038796629701,0.540990020822304,1.07074472418549
"519",17,225,"MF","FBPC",2.25225,2.93054766429545,-1.34840764112127,0.846547600555531,0.507327572613935,1.07074472418549
"520",18,226,"MF","FBPC",2.25225,1.32578149128943,-1.33898026028152,0.404358968800467,0.383144158079307,1.07074472418549
"521",19,227,"MF","FBPC",1.6615,0.0347000737483501,-1.08584389371552,-0.144220912700162,0.196036227566007,1.07074472418549
"522",20,228,"MF","FBPC",1.6615,0.398712795875509,-1.11940088172547,-0.113633428398307,-0.0438661805391646,1.07074472418549
"523",21,229,"MF","FBPC",0.9165,0.46750022452994,-1.27165587494136,-0.300483060763978,-0.344417197168775,1.07074472418549
"524",22,230,"MF","FBPC",0.9165,-0.198787554000993,-1.12390412603294,-0.222019514076615,-0.710172644311767,1.07074472418549
"525",23,231,"MF","FBPC",0.20725,-0.62409797279993,-0.97622252694352,-0.112968483087398,-1.13787236712207,1.07074472418549
"526",24,232,"MF","FBPC",0.20725,-0.595406942804172,-0.838725871350752,0.0938295086055696,-1.64300218137019,1.07074472418549
"527",25,233,"MF","FBPC",0.20725,-0.633153063917752,-0.954141146518373,-0.320431420091274,-2.26001572028371,1.07074472418549
"528",26,234,"MF","FBPC",-0.329,-0.635368823903401,-1.14257651664586,-0.565131294506103,-3.00093195782461,1.07074472418549
"529",1,235,"MF","FBPC",-0.329,-0.458005568622103,-1.03353034413993,-0.657558692722573,-3.60585577877354,1.07074472418549
"530",2,236,"MF","FBPC",-0.69425,-0.162051935850087,-1.0786190389863,-0.713414098839001,-3.61155270584728,0.992212111263356
"531",3,237,"MF","FBPC",-0.69425,-0.120167744301214,-1.49840400094763,-0.739346965964486,-3.46092948089312,0.992212111263356
"532",4,238,"MF","FBPC",-0.8415,-0.537908485692342,-1.85677070587406,-1.45748790174713,-3.37499375342893,0.992212111263356
"533",5,239,"MF","FBPC",-0.8415,-0.813669171091997,-1.9621413224663,-1.30056080837241,-3.31456265445134,0.992212111263356
"534",6,240,"MF","FBPC",-0.95125,-0.742135838338998,-1.94745314135171,-0.742671692519036,-3.24345109879537,0.992212111263356
"535",7,241,"MF","FBPC",-0.95125,-0.260533777093239,-1.98991843793114,-0.344369451284029,-3.16075638125263,0.992212111263356
"536",8,242,"MF","FBPC",-1.039,-0.0588081595787232,-1.91428894443183,0.151679750654728,-3.04693072003627,0.992212111263356
"537",9,243,"MF","FBPC",-1.039,-0.436070321789076,-1.93364874119307,0.109788196067406,-2.83800157147789,0.992212111263356
"538",10,244,"MF","FBPC",-1.0145,-0.560166416803594,-1.9983918304664,0.552641773133379,-2.61967655479344,0.992212111263356
"539",11,245,"MF","FBPC",-1.0145,-0.518015176844222,-2.04719816068227,0.505573144339685,-2.38349174098896,0.992212111263356
"540",12,246,"MF","FBPC",-1.0145,-0.688411444580654,-2.09687429620881,1.80577870763664,-2.11143060856362,0.992212111263356
"541",13,247,"MF","FBPC",-1.01325,-1.06478795597383,-2.11781934803447,2.52287472935928,-1.77600527037176,0.992212111263356
"542",14,248,"MF","FBPC",-1.01325,-1.12711625118107,-2.04162872421536,2.18707734734981,-1.42373704313046,0.992212111263356
"543",15,249,"MF","FBPC",-0.90375,-0.807629994684252,-1.92635375671323,2.17909800361889,-1.09581771506479,0.992212111263356
"544",16,250,"MF","FBPC",-0.90375,-0.228206951974153,-1.8786276317631,2.01286167589143,-0.813049808992059,0.992212111263356
"545",17,251,"MF","FBPC",-0.69625,0.251267923385003,-1.879286983603,1.59660591126185,-0.584549903122081,0.992212111263356
"546",18,252,"MF","FBPC",-0.69625,0.30139690741854,-1.79859310343539,1.21891697466506,-0.424025123874236,0.992212111263356
"547",19,253,"MF","FBPC",-0.57275,-0.363482836984666,-1.234283027366,1.20362323251413,-0.33007373199223,0.992212111263356
"548",20,254,"MF","FBPC",-0.57275,-0.876936732584987,-0.632544012496983,1.5055084036672,-0.303065032536901,0.992212111263356
"549",21,255,"MF","FBPC",-0.52825,-0.821914420009632,-0.589026552919166,0.970227428384765,-0.335852704011422,0.992212111263356
"550",22,256,"MF","FBPC",-0.52825,-0.597984579350342,-0.940056177855175,0.457554593673263,-0.423978068049908,0.992212111263356
"551",23,257,"MF","FBPC",-0.52825,-0.297228192413521,-1.19526883082618,-0.120947826818316,-0.557614200915211,0.992212111263356
"552",24,258,"MF","FBPC",-0.61225,-0.231395282056716,-1.26177956228518,-0.427487615147762,-0.695150551490273,0.992212111263356
"553",25,259,"MF","FBPC",-0.61225,-0.291361086408405,-1.26945333143821,-0.611086403771207,-0.788511370176085,0.992212111263356
"554",26,260,"MF","FBPC",-0.77325,-0.614571839853712,-1.2463057454747,-1.11496718381623,-0.878950289019678,0.992212111263356
"555",1,261,"MF","FBPC",-0.77325,-0.947136201259349,-1.10719577381964,-1.03790741056301,-0.862429005167972,0.992212111263356
"556",2,262,"MF","FBPC",-0.91175,-1.02083259064486,-1.21075667144617,-0.617661974067982,-0.704842544993232,0.981765542931262
"557",3,263,"MF","FBPC",-0.91175,-0.747785852824542,-1.46899954828678,-1.05120631678121,-0.508574861384557,0.981765542931262
"558",4,264,"MF","FBPC",-1.016,-0.758848394472903,-1.73442520040078,-1.12169051973766,-0.28725878465845,0.981765542931262
"559",5,265,"MF","FBPC",-1.016,-0.908509935908536,-1.82265256881389,-1.14562855093041,-0.0424342301060372,0.981765542931262
"560",6,266,"MF","FBPC",-1.06225,-0.867840009219541,-1.72146254990651,-1.23140649603778,0.186874721783254,0.981765542931262
"561",7,267,"MF","FBPC",-1.06225,-0.522044876717124,-1.58318028671369,-1.11238128538492,0.35650243986772,0.981765542931262
"562",8,268,"MF","FBPC",-1.12625,-0.182788275314437,-1.52521312035318,-0.982716949757495,0.481612509056926,0.981765542931262
"563",9,269,"MF","FBPC",-1.12625,-0.0544625374291541,-1.64779710952365,-0.732032567544477,0.601883288122019,0.981765542931262
"564",10,270,"MF","FBPC",-1.12625,-0.111432233124724,-1.90679753831797,-0.0710769285000762,0.7331115487116,0.981765542931262
"565",11,271,"MF","FBPC",-1.14675,0.444067167288934,-1.90387954372331,0.396379625069549,0.838839248692997,0.981765542931262
"566",12,272,"MF","FBPC",-1.14675,0.759816376945157,-1.58165113759046,0.736166678944501,0.910394313201531,0.981765542931262
"567",13,273,"MF","FBPC",-0.9635,0.394146981468385,-1.29791784636195,1.51149291146538,0.974870157596283,0.981765542931262
"568",14,274,"MF","FBPC",-0.9635,0.153753880565856,-1.26841519358726,1.43635409133258,1.03093542552854,0.981765542931262
"569",15,275,"MF","FBPC",-0.61875,-0.0687209139555704,-1.34414287515938,1.02475294387937,1.06824770741228,0.981765542931262
"570",16,276,"MF","FBPC",-0.61875,1.3555695929979,-1.36521419478626,0.929000819108347,1.07473556956313,0.981765542931262
"571",17,277,"MF","FBPC",-0.31125,1.51338679112121,-1.40060895740827,1.02076327201391,1.05676208955628,0.981765542931262
"572",18,278,"MF","FBPC",-0.31125,0.148166028149582,-1.42291480441059,1.3778389039725,1.02532279584822,0.981765542931262
"573",19,279,"MF","FBPC",-0.0722500000000002,-0.0143249406418528,-1.31468231254374,1.05866515473577,0.960980050198385,0.981765542931262
"574",20,280,"MF","FBPC",-0.0722500000000002,0.0476799756053258,-1.27907711785719,0.722202827415394,0.857408033299558,0.981765542931262
"575",21,281,"MF","FBPC",-0.00225000000000018,0.150717688668103,-1.29818439908441,0.589213765233415,0.737370216253683,0.981765542931262
"576",22,282,"MF","FBPC",-0.00225000000000018,0.137791415604846,-1.05960995252131,0.192906359931138,0.569398504245102,0.981765542931262
"577",23,283,"MF","FBPC",-0.00225000000000018,0.0282580233022713,-0.884123198375474,-0.153530147052898,0.344255888537654,0.981765542931262
"578",24,284,"MF","FBPC",-0.119,0.326782834634287,-1.02204071943514,-0.119617936196495,0.03833080964325,0.981765542931262
"579",25,285,"MF","FBPC",-0.119,0.257079999275446,-1.15899024711133,-0.261251287420296,-0.337569896340864,0.981765542931262
"580",26,286,"MF","FBPC",-0.21575,-0.163298873838285,-1.3908448753649,-0.402884638644096,-0.610124687449619,0.981765542931262
"581",1,287,"MF","FBPC",-0.21575,-0.427427237455721,-1.47111790478242,-0.531884028960609,-0.808167451908739,0.981765542931262
"582",2,288,"MF","FBPC",-0.35175,-0.673317142589716,-1.26678785505337,-1.04721664491575,-1.15978850934137,1.02727637869945
"583",3,289,"MF","FBPC",-0.35175,-0.349782446440549,-1.11638466159693,-1.47943109700716,-1.20648188793089,1.02727637869945
"584",4,290,"MF","FBPC",-0.457,-0.234721099705131,-1.30309449575249,-1.7181464636238,-1.12152526663036,1.02727637869945
"585",5,291,"MF","FBPC",-0.457,-0.55689670718453,-1.49681875257275,-1.35309148793429,-1.00676112331497,1.02727637869945
"586",6,292,"MF","FBPC",-0.5285,-0.663641017091172,-1.65413815921478,-0.972077824782938,-0.94127014223929,1.02727637869945
"587",7,293,"MF","FBPC",-0.5285,-0.5849572654402,-1.83129433670198,-0.865686575037359,-1.09780361558781,1.02727637869945
"588",8,294,"MF","FBPC",-0.602,-0.438273417412406,-1.95025889329253,-0.878985481255557,-1.1201021987017,1.02727637869945
"589",9,295,"MF","FBPC",-0.602,-0.296737224420737,-1.89715974280635,-0.823130075139128,-1.17197175350581,1.02727637869945
"590",10,296,"MF","FBPC",-0.602,-0.40125766256966,-1.83840696215633,-0.232658639051172,-1.18623641085239,1.02727637869945
"591",11,297,"MF","FBPC",-0.56675,-0.58655117330306,-2.02225491300987,1.08792274841581,-1.20699892223181,1.02727637869945
"592",12,298,"MF","FBPC",-0.56675,-0.810737353307279,-2.09182392799849,1.37983373990523,-1.23293069160752,1.02727637869945
"593",13,299,"MF","FBPC",-0.443,-0.350143071147918,-1.97744679068182,0.46952360926964,-0.987541984062414,1.02727637869945
"594",14,300,"MF","FBPC",-0.443,0.102404017278686,-1.83760731067835,0.339194328331308,-0.683783055988432,1.02727637869945
